Season,Matches,HomeIntercept,HomeSlope,AwayIntercept,AwaySlope,RawCombinedMAE,MappedCombinedMAE,RawCombinedRMSE,MappedCombinedRMSE,HomeR2,AwayR2,FBrefMean,RawUnderstatMean,MappedUnderstatMean
2024/25,380,0.12499349915153779,0.8069234415359645,0.12371629820981611,0.808670516150536,0.28826930039473686,0.22642128154887203,0.39369571461773134,0.2971731715025238,0.8670445525316476,0.8676075341926865,1.4174999999999995,1.6009302259210525,1.4175
