Season,Matches,Model2Accuracy,Model5Accuracy,AccuracyUpliftPP,Model2LogLoss,Model5LogLoss,LogLossImprovement,Model2Brier,Model5Brier,BrierImprovement,ActualDraws,Model2PredictedDraws,Model5PredictedDraws
2023/24,360,54.72222222222223,56.111111111111114,1.3888888888888857,0.9726136302881824,0.9600595349933637,0.012554095294818657,0.5772690074941813,0.5686498160911858,0.008619191402995496,79,0,0
2024/25,370,52.43243243243243,52.972972972972975,0.5405405405405475,1.0003249513216883,0.9856958094739365,0.01462914184775177,0.5986481558317496,0.5882870095593183,0.010361146272431232,88,0,0
