Matches,Accuracy,LogLoss,Brier,PredictedDraws,CorrectDraws,ActualDraws,DrawRecall,DrawPrecision,Season,Model
360,0.5777777777777777,0.9230590486036192,0.5429592338086532,0,0,79,0.0,0.0,2023/24,MarketOpen
360,0.575,0.9373910407194198,0.5480620574583541,2,0,79,0.0,0.0,2023/24,Model6E
370,0.5459459459459459,0.9704339098971335,0.578636506768438,0,0,88,0.0,0.0,2024/25,MarketOpen
370,0.5432432432432432,0.9874249195794004,0.5860497405263344,6,1,88,0.011363636363636364,0.16666666666666666,2024/25,Model6E
370,0.5,1.0097499598261244,0.6064337548524715,0,0,101,0.0,0.0,2025/26,MarketOpen
370,0.4972972972972973,1.018630160313774,0.6116315505548584,9,2,101,0.019801980198019802,0.2222222222222222,2025/26,Model6E
