InnerValidationSeason,MinConfidence,MaxMarketMargin,Overrides,Accuracy,LogLoss,Brier,AccuracyVsMarket,LogLossVsMarket,BrierVsMarket,OuterTestSeason,Selected
2024/25,0.6,0.1,54,0.527027027027027,0.9735838648955206,0.5809179248447276,-0.018918918918918948,0.0031499549983871056,0.0022814180762895653,2025/26,False
2024/25,0.6,0.15,69,0.5216216216216216,0.975198933711145,0.5820069278689354,-0.024324324324324298,0.004765023814011449,0.003370421100497345,2025/26,False
2024/25,0.6,0.2,80,0.5054054054054054,0.9830487271426238,0.5877092092940404,-0.04054054054054057,0.012614817245490295,0.009072702525602327,2025/26,False
2024/25,0.65,0.05,12,0.5486486486486486,0.9704066325254754,0.5786202131307991,0.002702702702702675,-2.7277371658085414e-05,-1.6293637638886693e-05,2025/26,False
2024/25,0.65,0.1,23,0.5459459459459459,0.9715238907578222,0.5794298275485853,0.0,0.0010899808606886774,0.0007933207801472664,2025/26,False
2024/25,0.65,0.15,29,0.5405405405405406,0.9729540985856842,0.5803967623063409,-0.00540540540540535,0.0025201886885506397,0.0017602555379028217,2025/26,False
2024/25,0.65,0.2,32,0.5351351351351351,0.9755817838680333,0.5822986073870048,-0.010810810810810811,0.0051478739708997745,0.003662100618566755,2025/26,False
2024/25,0.7,0.05,6,0.5513513513513514,0.9702521349674027,0.5785073182030417,0.005405405405405461,-0.00018177492973081577,-0.00012918856539634316,2025/26,False
2024/25,0.7,0.1,10,0.5540540540540541,0.9698171663804783,0.5782006383060864,0.008108108108108136,-0.0006167435166551938,-0.0004358684623516629,2025/26,False
2024/25,0.7,0.15,12,0.5540540540540541,0.9695182555737677,0.5779794633561848,0.008108108108108136,-0.0009156543233658221,-0.0006570434122532554,2025/26,True
2024/25,0.7,0.2,13,0.5540540540540541,0.9695182555737677,0.5779794633561848,0.008108108108108136,-0.0009156543233658221,-0.0006570434122532554,2025/26,False
