Matches,Accuracy,LogLoss,Brier,PredictedDraws,CorrectDraws,ActualDraws,DrawRecall,DrawPrecision,Model
1100,0.5409090909090909,0.9681538993590075,0.5763102917916832,0,0,268,0.0,0.0,MarketOpen
1100,0.5381818181818182,0.9815465038358777,0.5822221985318625,17,3,268,0.011194029850746268,0.17647058823529413,Model6E
