PredictionTimestamp,Season,Gameweek,FixtureId,FixtureDate,FixtureTime,HomeTeam,AwayTeam,ModelVersion,PredictionStatus,PredictedResult,MostLikelyScore,HomeWinProbability,DrawProbability,AwayWinProbability,ExpectedHomeGoals,ExpectedAwayGoals,ColdStartUsed,ColdStartTeams,ColdStartMethod,FeatureSeason,ActualHomeGoals,ActualAwayGoals,ActualScore,ActualResult,ActualResultCode,OutcomeCorrect,ExactScoreCorrect,ActualOutcomeProbability,LogLoss,Brier,HomeGoalError,AwayGoalError,HomeGoalAbsoluteError,AwayGoalAbsoluteError,PredictedTotalGoals,ActualTotalGoals,TotalGoalsAbsoluteError
2026-08-19T16:13:30+01:00,2026/27,1,560542,2026-08-21,20:00,Arsenal,Coventry City,Model2_v1.0,Predicted,Arsenal,2-0,71.7,17.0,11.3,2.37,0.83,True,Coventry City,75% translated Championship prior + 25% historical Premier League baseline,2025/26,3,0,3-0,Arsenal,H,True,False,0.7170000000000001,0.33267943838251657,0.12175799999999996,-0.6299999999999999,0.83,0.6299999999999999,0.83,3.2,3,0.20000000000000018
2026-08-19T16:13:30+01:00,2026/27,1,560543,2026-08-22,12:30,Hull City,Man United,Model2_v1.0,Predicted,Man United,1-2,17.5,20.5,62.1,1.01,2.08,True,Hull City,75% translated Championship prior + 25% historical Premier League baseline,2025/26,2,0,2-0,Hull City,H,False,False,0.175,1.742969305058623,1.108291,-0.99,2.08,0.99,2.08,3.09,2,1.0899999999999999
2026-08-19T16:13:30+01:00,2026/27,1,560544,2026-08-22,15:00,Ipswich,Sunderland,Model2_v1.0,Predicted,Sunderland,1-1,27.6,25.1,47.3,1.14,1.57,True,Ipswich,75% translated Championship prior + 25% historical Premier League baseline,2025/26,2,1,2-1,Ipswich,H,False,False,0.276,1.287354413264987,0.8109059999999999,-0.8600000000000001,0.5700000000000001,0.8600000000000001,0.5700000000000001,2.71,3,0.29000000000000004
2026-08-19T16:13:30+01:00,2026/27,1,560545,2026-08-22,15:00,Nott'm Forest,Leeds,Model2_v1.0,Predicted,Nott'm Forest,1-1,43.9,25.4,30.7,1.51,1.22,False,,,2025/26,0,1,0-1,Leeds,A,False,False,0.307,1.18090753139494,0.7374860000000001,1.51,0.21999999999999997,1.51,0.21999999999999997,2.73,1,1.73
2026-08-19T16:13:30+01:00,2026/27,1,560546,2026-08-22,15:00,Everton,Crystal Palace,Model2_v1.0,Predicted,Everton,1-1,43.7,24.3,31.9,1.6,1.34,False,,,2025/26,2,0,2-0,Everton,H,True,False,0.43700000000000006,0.8278220838865468,0.47777899999999995,-0.3999999999999999,1.34,0.3999999999999999,1.34,2.9400000000000004,2,0.9400000000000004
2026-08-19T16:13:30+01:00,2026/27,1,560547,2026-08-22,17:30,Brentford,Tottenham,Model2_v1.0,Predicted,Brentford,1-1,47.9,25.2,26.9,1.57,1.11,False,,,2025/26,3,0,3-0,Brentford,H,True,False,0.479,0.7360546815712219,0.40730600000000006,-1.43,1.11,1.43,1.11,2.68,3,0.31999999999999984
2026-08-19T16:13:30+01:00,2026/27,1,560548,2026-08-23,14:00,Man City,Bournemouth,Model2_v1.0,Predicted,Man City,1-1,53.6,23.6,22.8,1.74,1.05,False,,,2025/26,2,1,2-1,Man City,H,True,False,0.536,0.623621117911335,0.322976,-0.26,0.050000000000000044,0.26,0.050000000000000044,2.79,3,0.20999999999999996
2026-08-19T16:13:30+01:00,2026/27,1,560549,2026-08-23,14:00,Brighton,Aston Villa,Model2_v1.0,Predicted,Brighton,1-1,45.2,23.8,31.0,1.68,1.36,False,,,2025/26,4,0,4-0,Brighton,H,True,False,0.452,0.7940730991499059,0.45304800000000006,-2.3200000000000003,1.36,2.3200000000000003,1.36,3.04,4,0.96
2026-08-19T16:13:30+01:00,2026/27,1,560550,2026-08-23,16:30,Newcastle,Liverpool,Model2_v1.0,Predicted,Newcastle,1-1,44.8,23.9,31.3,1.66,1.35,False,,,2025/26,2,2,2-2,Draw,D,False,False,0.239,1.4312917270506265,0.877794,-0.3400000000000001,-0.6499999999999999,0.3400000000000001,0.6499999999999999,3.01,4,0.9900000000000002
2026-08-19T16:13:30+01:00,2026/27,1,560551,2026-08-24,20:00,Fulham,Chelsea,Model2_v1.0,Predicted,Fulham,1-1,46.9,24.6,28.5,1.61,1.2,False,,,2025/26,2,3,2-3,Chelsea,A,False,False,0.285,1.2552660987134867,0.7917020000000001,-0.3899999999999999,-1.8,0.3899999999999999,1.8,2.81,5,2.19
