Season,Model,Matches,AccuracyPct,LogLoss,Brier
2023/24,Model 2,360,54.72222222222223,0.9726136302884174,0.5772690074943382
2023/24,H3 Shots/SOT,360,54.166666666666664,0.9662400443600243,0.5734730567086552
2024/25,Model 2,370,52.43243243243243,1.0003249513225114,0.59864815583235
2024/25,H3 Shots/SOT,370,53.783783783783775,0.9980996421421583,0.5967420552192675
2025/26,Model 2,370,49.45945945945946,1.0374617727061959,0.6232653951543705
2025/26,H3 Shots/SOT,370,47.83783783783784,1.0416821325991548,0.6264089493620069
