Model,Matches,AccuracyPct,LogLoss,Brier,PredictedDraws
Model 2,1100,52.18181818181819,1.0037472679949564,0.5999316877845893,0
H3 Shots/SOT,1100,51.90909090909091,1.0023324296580858,0.5991056110092613,1
