Season,Matches,Model2Accuracy,Model4Accuracy,Model2LogLoss,Model4LogLoss,Model2Brier,Model4Brier,ActualDraws,Model2PredictedDraws,Model4PredictedDraws,Model4CorrectDraws,Model4DrawRecall,Model4DrawPrecision,Model4Iterations
2023/24,360,54.72222222222223,53.888888888888886,0.9726136302881824,1.0033504968551075,0.5772690074941813,0.5925654142852655,79,0,12,2,2.5316455696202533,16.666666666666664,46
2024/25,370,52.43243243243243,51.621621621621614,1.0003249513216883,1.0334076433442998,0.5986481558317496,0.6180331655511508,88,0,5,3,3.4090909090909087,60.0,44
2025/26,370,49.45945945945946,48.37837837837838,1.0374617727062652,1.0581601297854542,0.6232653951543862,0.6362858976601242,101,0,7,2,1.9801980198019802,28.57142857142857,44
