Matches,Model2Accuracy,Model4Accuracy,AccuracyUpliftPP,Model2LogLoss,Model4LogLoss,LogLossImprovement,Model2Brier,Model4Brier,BrierImprovement,ActualDraws,ActualDrawPct,Model2PredictedDraws,Model4PredictedDraws,Model4CorrectDraws,Model4DrawRecall,Model4DrawPrecision,AccuracyTarget,AccuracyTargetMet,LogLossTarget,LogLossTargetMet,BrierTarget,BrierTargetMet,TargetsMet,Verdict
1100,52.18181818181819,51.272727272727266,-0.9090909090909207,1.0037472679946258,1.0318965953871342,-0.028149327392508416,0.5999316877843412,0.6158378204826067,-0.015906132698265463,268,24.363636363636363,0,24,7,2.6119402985074625,29.166666666666668,54.0,False,0.98,False,0.585,False,0,REJECT
